,status_kep_rumah,penghasilan_utm_ayah,penghasilan_tmbh_ayah,penghasilan_utm_ibu,penghasilan_tmbh_ibu,pajak_r2,pajak_r4,daya_listrik,pbb,skor_ukt,ukt_sebelum_sanggah
823,1,7,0,0,0,2.0,0.0,3,1.0,5.44,5.0
824,0,8,0,9,0,3.0,3.0,3,0.0,8.4,7.0
825,1,9,0,0,0,2.0,0.0,4,1.0,5.97,5.0
826,1,1,0,8,0,2.0,0.0,3,0.0,5.52,5.0
827,1,11,0,0,0,4.0,2.0,3,1.0,6.78,6.0
828,0,0,0,4,0,0.0,0.0,0,0.0,10.0,8.0
829,1,8,0,0,0,4.0,0.0,3,1.0,5.74,5.0
830,1,12,0,1,0,3.0,0.0,3,0.0,5.87,5.0
831,1,7,0,5,0,2.0,3.0,3,0.0,7.28,6.0
832,1,10,0,0,0,2.0,3.0,4,1.0,7.04,6.0
833,0,6,0,0,0,3.0,0.0,1,0.0,4.27,4.0
834,1,12,0,8,0,2.0,3.0,2,1.0,7.91,7.0
835,0,1,0,8,0,3.0,0.0,2,0.0,6.65,6.0
836,0,6,0,0,0,2.0,0.0,3,0.0,4.79,4.0
837,1,5,0,0,0,0.0,0.0,3,1.0,6.96,6.0
838,1,11,0,0,0,2.0,4.0,4,2.0,7.39,6.0
839,1,11,0,0,0,4.0,3.0,4,0.0,7.57,6.0
840,1,6,0,1,0,2.0,0.0,3,0.0,5.31,5.0
841,0,7,0,0,0,2.0,0.0,0,0.0,4.1,4.0
842,1,9,0,0,0,4.0,0.0,3,2.0,7.79,7.0
843,1,9,0,0,0,2.0,0.0,3,1.0,5.79,5.0
844,1,11,0,11,0,2.0,4.0,4,2.0,8.43,7.0
845,0,9,0,0,0,5.0,0.0,3,0.0,10.0,8.0
846,1,10,0,0,0,2.0,0.0,3,2.0,5.83,5.0
847,1,8,0,7,0,2.0,0.0,2,1.0,6.31,5.0
848,1,5,0,7,0,2.0,0.0,2,0.0,6.28,5.0
849,1,10,0,0,0,3.0,0.0,3,3.0,5.91,5.0
850,1,4,0,0,0,3.0,0.0,3,1.0,4.92,4.0
851,1,8,0,0,0,2.0,0.0,3,2.0,5.7,5.0
852,0,5,0,0,0,2.0,0.0,4,0.0,4.79,4.0
853,1,9,0,9,0,2.0,0.0,2,2.0,6.97,6.0
854,0,8,0,7,0,4.0,0.0,3,0.0,6.27,6.0
855,1,8,0,0,0,3.0,0.0,3,1.0,5.65,5.0
856,0,8,0,5,0,2.0,0.0,3,0.0,5.83,5.0
857,0,0,0,3,0,0.0,0.0,1,0.0,3.35,3.0
858,1,8,0,0,0,5.0,0.0,2,1.0,5.57,5.0
859,0,8,0,0,0,3.0,0.0,3,0.0,5.17,5.0
860,1,9,0,0,0,7.0,2.0,3,1.0,7.01,6.0
861,1,11,0,0,0,1.0,0.0,3,0.0,5.61,5.0
862,0,7,0,0,0,1.0,0.0,0,0.0,3.92,4.0
863,1,4,0,7,0,3.0,0.0,1,1.0,5.41,5.0
864,1,7,0,7,0,3.0,0.0,3,1.0,6.45,6.0
865,1,2,0,0,0,2.0,0.0,2,0.0,4.25,4.0
866,1,9,0,11,0,2.0,3.0,3,1.0,8.23,7.0
867,1,7,0,0,0,4.0,0.0,2,1.0,5.36,5.0
868,1,7,0,0,0,2.0,0.0,2,1.0,5.27,5.0
869,1,7,0,3,0,5.0,0.0,2,2.0,5.75,5.0
870,1,8,0,0,0,5.0,0.0,3,0.0,5.7,5.0
871,0,0,0,4,0,5.0,0.0,2,0.0,4.36,4.0
872,1,0,0,8,0,0.0,0.0,4,7.0,5.74,5.0
873,1,7,0,0,0,2.0,0.0,2,1.0,5.27,5.0
874,1,3,0,0,0,1.0,0.0,3,1.0,4.61,4.0
875,1,5,2,0,0,3.0,0.0,1,1.0,4.59,4.0
876,1,2,0,2,0,1.0,0.0,2,1.0,4.5,4.0
877,1,7,0,0,0,3.0,0.0,2,1.0,5.27,5.0
878,1,6,0,0,0,0.0,0.0,2,1.0,4.66,4.0
879,1,6,0,0,0,2.0,0.0,3,1.0,5.62,5.0
880,0,0,0,0,0,2.0,0.0,2,0.0,3.61,4.0
881,0,0,0,1,0,7.0,0.0,2,0.0,4.13,4.0
882,1,7,0,0,0,2.0,0.0,2,1.0,5.27,5.0
883,1,6,0,0,0,2.0,0.0,2,1.0,4.92,5.0
884,1,8,2,1,0,1.0,0.0,1,1.0,5.06,5.0
885,1,7,0,0,0,2.0,2.0,3,1.0,6.31,6.0
886,0,7,0,0,0,0.0,0.0,0,0.0,3.66,4.0
887,1,12,0,11,0,7.0,2.0,0,7.0,7.91,7.0
888,1,6,0,0,0,0.0,0.0,1,0.0,4.27,4.0
889,1,8,0,7,0,2.0,2.0,2,1.0,7.18,6.0
890,1,7,0,0,0,4.0,0.0,3,0.0,10.0,8.0
891,1,9,0,0,0,6.0,0.0,3,1.0,5.88,5.0
892,1,7,0,0,0,2.0,0.0,2,0.0,5.05,5.0
893,1,8,0,0,0,0.0,0.0,0,0.0,4.3,4.0
894,1,8,0,6,0,2.0,2.0,3,1.0,7.36,6.0
895,1,11,0,0,0,5.0,3.0,4,0.0,7.26,6.0
896,1,0,0,8,0,2.0,3.0,1,2.0,6.22,6.0
897,1,5,2,8,0,4.0,1.0,2,1.0,6.94,6.0
898,0,6,0,0,0,7.0,0.0,0,0.0,4.1,4.0
899,1,8,0,0,0,2.0,0.0,2,1.0,5.48,5.0
900,1,7,0,6,0,2.0,0.0,2,1.0,6.1,5.0
901,1,2,0,0,0,0.0,0.0,3,2.0,4.21,4.0
902,1,8,0,0,0,1.0,0.0,2,1.0,5.3,5.0
903,0,9,0,0,0,4.0,0.0,4,0.0,5.57,5.0
904,1,10,0,10,0,5.0,3.0,4,2.0,8.74,8.0
905,1,7,0,0,0,4.0,0.0,2,1.0,5.27,5.0
906,1,7,0,0,0,2.0,0.0,2,1.0,5.1,5.0
907,1,8,0,0,0,2.0,0.0,2,1.0,5.48,5.0
908,0,5,0,0,0,0.0,0.0,0,0.0,3.31,3.0
909,1,8,0,0,0,7.0,0.0,3,0.0,5.96,5.0
910,1,9,0,9,0,0.0,1.0,2,4.0,7.37,6.0
911,1,8,0,0,0,1.0,0.0,3,0.0,5.43,5.0
912,1,6,0,0,0,2.0,0.0,2,1.0,5.1,5.0
913,1,0,0,4,0,0.0,0.0,2,1.0,4.31,4.0
914,0,4,0,5,0,2.0,3.0,4,0.0,6.32,6.0
915,1,5,0,0,0,2.0,0.0,2,1.0,4.75,4.0
916,1,12,0,0,0,1.0,2.0,3,2.0,6.57,6.0
917,0,7,0,0,0,2.0,0.0,0,0.0,4.1,4.0
918,1,10,0,0,0,6.0,0.0,0,0.0,5.0,4.0
919,1,5,0,0,0,5.0,0.0,3,0.0,5.14,4.0
920,1,3,2,0,0,0.0,0.0,1,1.0,3.84,3.0
921,0,10,0,0,0,6.0,0.0,3,0.0,6.26,5.0
922,0,9,0,0,0,3.0,2.0,2,0.0,6.18,5.0
923,1,7,0,0,0,4.0,0.0,4,1.0,5.7,5.0
924,1,11,0,0,0,2.0,2.0,0,0.0,7.7,7.0
925,1,2,0,0,0,2.0,0.0,2,1.0,4.47,4.0
926,1,6,0,6,0,3.0,0.0,2,1.0,6.28,5.0
927,1,10,0,0,0,4.0,0.0,3,1.0,5.91,5.0
928,1,9,0,0,0,2.0,1.0,2,1.0,6.49,6.0
929,0,0,0,0,0,3.0,0.0,2,0.0,3.78,3.0
930,1,9,0,0,0,3.0,0.0,4,2.0,6.01,5.0
931,1,7,0,0,0,3.0,1.0,4,0.0,6.44,6.0
932,1,8,0,7,0,2.0,0.0,2,1.0,6.49,6.0
933,0,7,0,0,0,4.0,0.0,4,0.0,5.14,4.0
934,1,7,0,0,0,3.0,0.0,3,6.0,5.62,5.0
935,0,6,0,0,0,2.0,0.0,3,0.0,4.62,4.0
936,1,8,0,8,0,3.0,3.0,4,1.0,8.26,7.0
937,1,6,0,0,0,3.0,0.0,3,2.0,5.31,5.0
938,0,7,0,0,0,3.0,0.0,3,0.0,4.97,4.0
939,1,9,0,0,0,2.0,2.0,9,0.0,7.53,6.0
940,1,6,0,7,0,2.0,0.0,3,1.0,6.28,5.0
941,1,9,0,0,0,2.0,4.0,3,3.0,7.1,6.0
942,0,0,1,0,1,1.0,0.0,0,0.0,3.45,3.0
943,1,8,0,0,0,1.0,0.0,3,0.0,5.43,5.0
944,1,5,0,3,0,2.0,0.0,3,1.0,5.44,5.0
945,0,8,0,0,0,3.0,0.0,3,0.0,5.17,5.0
946,1,0,0,0,2,1.0,1.0,1,1.0,4.1,4.0
947,0,7,0,0,0,3.0,0.0,3,0.0,10.0,8.0
948,0,6,0,0,0,5.0,0.0,0,0.0,4.01,4.0
949,1,9,0,0,0,2.0,2.0,3,7.0,7.18,6.0
950,1,10,0,0,0,2.0,0.0,2,0.0,7.7,7.0
951,1,4,0,0,0,3.0,0.0,4,0.0,5.44,5.0
952,0,7,0,0,0,2.0,0.0,3,0.0,4.97,4.0
953,1,10,0,0,0,3.0,2.0,3,1.0,6.7,6.0
954,0,0,0,2,0,2.0,0.0,3,0.0,4.51,4.0
955,1,2,0,0,0,2.0,0.0,3,1.0,4.99,4.0
956,1,10,0,0,0,5.0,0.0,3,7.0,6.09,5.0
957,0,6,0,0,0,2.0,0.0,4,0.0,4.97,4.0
958,1,8,0,0,0,4.0,2.0,3,2.0,8.48,7.0
959,0,7,4,0,0,3.0,0.0,3,0.0,5.0,4.0
960,1,6,0,9,0,4.0,5.0,4,2.0,8.45,7.0
961,1,5,0,0,0,4.0,0.0,1,5.0,4.75,4.0
962,0,8,0,0,0,3.0,0.0,3,0.0,5.17,5.0
963,1,9,0,0,0,3.0,0.0,2,1.0,5.62,5.0
964,1,4,0,0,0,2.0,0.0,2,0.0,4.53,4.0
965,0,8,0,0,0,0.0,0.0,2,0.0,4.57,4.0
966,0,6,0,0,0,3.0,0.0,2,0.0,4.62,4.0
967,0,9,0,10,0,1.0,3.0,4,0.0,7.92,7.0
968,1,7,0,0,0,2.0,2.0,3,1.0,6.31,5.0
969,0,5,0,0,0,2.0,0.0,4,0.0,4.79,4.0
970,0,0,0,1,0,2.0,0.0,3,0.0,4.04,4.0
971,1,8,0,0,0,0.0,2.0,2,2.0,6.09,6.0
972,0,8,0,0,0,2.0,0.0,3,0.0,5.17,5.0
973,0,9,0,0,0,4.0,0.0,3,0.0,5.66,5.0
974,1,10,0,11,0,1.0,4.0,4,2.0,8.48,7.0
975,0,10,0,9,0,4.0,0.0,4,0.0,6.88,6.0
976,1,7,0,0,0,7.0,0.0,2,0.0,5.49,5.0
977,1,8,0,0,0,3.0,0.0,2,0.0,5.43,5.0
978,0,7,0,0,0,6.0,0.0,1,0.0,4.62,4.0
979,0,0,1,0,1,0.0,0.0,2,0.0,3.37,3.0
980,1,3,0,0,0,2.0,2.0,5,2.0,8.65,7.0
981,1,6,0,0,0,0.0,2.0,2,1.0,5.53,5.0
982,1,9,0,0,0,3.0,0.0,3,0.0,5.75,5.0
983,1,8,0,0,0,4.0,0.0,4,0.0,5.87,5.0
984,1,8,0,0,0,7.0,0.0,3,0.0,5.96,5.0
985,0,7,0,0,0,1.0,0.0,2,0.0,4.62,4.0
986,0,6,0,10,0,3.0,1.0,2,0.0,10.0,8.0
987,1,9,0,6,0,2.0,2.0,2,1.0,7.15,6.0
988,0,9,0,0,0,2.0,0.0,3,0.0,5.14,5.0
989,1,9,0,0,0,3.0,0.0,2,1.0,5.62,5.0
990,1,1,2,9,0,3.0,0.0,3,1.0,6.24,6.0
991,1,0,0,0,0,2.0,0.0,3,1.0,4.43,4.0
992,1,11,0,0,0,2.0,3.0,4,1.0,7.04,6.0
993,0,3,0,0,0,2.0,0.0,2,0.0,6.52,6.0
994,0,3,0,0,0,2.0,0.0,3,0.0,4.3,4.0
995,1,9,0,3,0,4.0,2.0,0,0.0,6.18,6.0
996,1,4,2,7,1,0.0,0.0,1,0.0,4.96,5.0
997,1,12,0,0,0,2.0,0.0,2,1.0,5.65,5.0
998,1,6,0,0,0,7.0,0.0,3,0.0,5.4,5.0
999,1,0,0,0,0,4.0,3.0,4,1.0,5.91,5.0
1000,1,10,0,0,0,4.0,0.0,2,1.0,5.74,5.0
1001,1,10,0,2,0,5.0,3.0,3,1.0,7.34,6.0
1002,1,10,0,0,0,3.0,0.0,4,7.0,6.35,6.0
1003,1,9,0,0,0,3.0,0.0,2,1.0,5.62,5.0
1004,1,11,0,0,0,3.0,2.0,4,0.0,7.0,6.0
1005,0,8,0,0,0,0.0,0.0,3,0.0,4.74,5.0
1006,1,0,7,0,0,4.0,0.0,2,0.0,4.28,4.0
1007,1,10,0,0,0,4.0,2.0,3,2.0,6.96,6.0
1008,1,7,0,0,0,4.0,0.0,4,1.0,7.36,6.0
1009,1,5,1,0,0,2.0,0.0,2,1.0,6.32,6.0
1010,1,7,0,10,0,1.0,4.0,4,1.0,8.23,7.0
1011,1,6,0,0,0,6.0,0.0,0,0.0,10.0,8.0
1012,1,2,0,0,0,2.0,0.0,0,0.0,10.0,8.0
1013,1,7,0,7,0,4.0,4.0,4,2.0,8.06,7.0
1014,1,2,0,8,0,2.0,3.0,3,1.0,6.9,6.0
1015,1,7,0,0,0,4.0,0.0,3,0.0,5.4,5.0
1016,1,9,0,0,0,4.0,0.0,2,1.0,5.62,5.0
1017,1,7,0,0,0,2.0,0.0,1,1.0,4.92,5.0
1018,0,8,0,0,0,2.0,0.0,3,0.0,5.0,5.0
1019,1,2,0,0,0,2.0,0.0,2,1.0,4.47,4.0
1020,1,7,0,0,0,2.0,0.0,1,0.0,4.88,5.0
1021,1,7,0,7,0,3.0,0.0,3,1.0,6.8,6.0
1022,0,7,0,8,0,4.0,0.0,2,0.0,6.01,5.0
1023,1,4,0,0,0,0.0,0.0,2,1.0,4.31,4.0
1024,1,7,0,0,0,0.0,0.0,4,1.0,5.18,5.0
1025,0,9,0,0,0,4.0,0.0,3,0.0,5.4,5.0
1026,0,9,0,0,6,4.0,1.0,3,0.0,7.02,6.0
1027,1,8,0,0,0,2.0,0.0,3,1.0,5.65,5.0
1028,1,0,0,8,0,3.0,0.0,3,1.0,5.65,5.0
1029,1,7,0,0,0,7.0,0.0,2,1.0,5.53,5.0
1030,0,8,0,5,0,2.0,0.0,2,0.0,5.66,5.0
1031,1,0,0,0,0,3.0,0.0,3,1.0,4.43,4.0
1032,1,7,0,0,0,4.0,0.0,3,0.0,5.49,5.0
1033,1,6,0,0,0,2.0,0.0,3,1.0,5.27,5.0
1034,1,4,0,0,0,7.0,0.0,3,1.0,5.27,5.0
1035,1,10,0,0,0,2.0,0.0,3,0.0,5.78,5.0
1036,1,7,2,0,0,2.0,0.0,3,0.0,5.42,5.0
1037,1,6,0,6,0,2.0,0.0,2,0.0,5.89,5.0
1038,1,6,0,7,0,4.0,2.0,3,1.0,7.15,6.0
1039,1,10,0,11,0,2.0,4.0,4,2.0,8.61,7.0
1040,1,9,0,1,0,4.0,0.0,3,1.0,5.88,5.0
1041,1,9,0,8,0,4.0,0.0,3,0.0,7.05,6.0
1042,0,7,0,8,0,5.0,0.0,4,0.0,6.44,5.0
1043,1,8,0,0,0,2.0,0.0,2,1.0,5.48,4.0
1044,1,7,0,1,0,3.0,0.0,2,1.0,6.92,6.0
1045,1,4,1,4,0,2.0,0.0,2,1.0,5.24,4.0
1046,0,0,0,4,0,2.0,0.0,2,0.0,4.1,3.0
1047,1,12,0,12,0,3.0,4.0,3,1.0,8.43,7.0
1048,1,5,0,10,8,0.0,2.0,2,1.0,6.99,6.0
1049,1,11,0,0,0,2.0,0.0,4,3.0,6.09,5.0
1050,1,7,3,4,0,4.0,3.0,2,2.0,6.96,6.0
1051,1,7,0,0,0,4.0,0.0,1,0.0,4.97,4.0
1052,1,8,0,7,0,4.0,0.0,3,1.0,6.66,5.0
1053,1,10,0,8,0,2.0,2.0,2,1.0,7.74,6.0
1054,1,8,0,0,0,2.0,0.0,2,1.0,5.48,4.0
1055,0,8,0,0,0,2.0,0.0,2,0.0,5.0,4.0
1056,1,7,0,0,0,2.0,3.0,4,1.0,6.83,5.0
1057,1,12,0,10,0,7.0,4.0,4,0.0,9.0,7.0
1058,1,9,7,0,0,3.0,2.0,4,1.0,7.07,6.0
1059,1,8,0,0,0,3.0,0.0,3,1.0,5.65,5.0
1060,1,6,0,8,0,2.0,0.0,1,1.0,5.97,5.0
1061,1,6,0,6,0,2.0,0.0,0,0.0,5.19,4.0
1062,1,8,0,7,0,2.0,2.0,2,1.0,7.36,6.0
1063,1,0,0,9,0,2.0,2.0,4,2.0,6.88,6.0
1064,1,6,0,0,0,2.0,0.0,3,1.0,5.27,4.0
1065,1,6,0,8,0,3.0,1.0,1,1.0,6.66,5.0
1066,1,11,0,0,0,3.0,4.0,9,7.0,7.74,6.0
1067,1,2,0,0,1,0.0,0.0,3,0.0,4.17,3.0
1068,1,9,0,8,0,3.0,4.0,3,1.0,8.4,7.0
1069,0,7,0,9,0,1.0,0.0,3,0.0,6.15,5.0
1070,1,12,0,0,0,5.0,3.0,3,2.0,7.0,6.0
1071,1,7,0,4,0,3.0,3.0,3,1.0,7.15,6.0
1072,1,6,6,0,0,2.0,0.0,4,1.0,5.5,4.0
1073,1,9,0,0,0,4.0,0.0,3,0.0,5.75,5.0
1074,1,9,0,0,0,3.0,2.0,2,0.0,6.79,6.0
1075,1,9,0,10,0,0.0,3.0,3,0.0,7.75,6.0
1076,1,9,0,0,0,2.0,2.0,3,2.0,6.7,5.0
1077,0,9,0,0,0,1.0,2.0,3,0.0,6.18,5.0
1078,1,10,0,0,0,6.0,0.0,4,1.0,6.09,5.0
1079,1,9,0,5,0,4.0,6.0,2,1.0,7.93,7.0
1080,1,10,0,0,0,4.0,2.0,4,0.0,8.65,7.0
1081,1,0,0,7,0,4.0,0.0,4,2.0,5.75,5.0
1082,1,9,0,0,0,5.0,0.0,3,1.0,5.88,5.0
1083,0,8,0,0,0,2.0,0.0,0,0.0,4.13,3.0
1084,1,9,0,0,0,2.0,0.0,3,0.0,7.35,6.0
1085,1,9,0,0,0,5.0,0.0,3,0.0,6.1,5.0
1086,0,8,0,8,0,4.0,5.0,3,0.0,7.96,7.0
1087,1,12,0,0,0,3.0,5.0,3,2.0,7.78,6.0
1088,1,0,0,8,0,3.0,0.0,3,0.0,5.61,5.0
1089,1,6,0,1,0,4.0,0.0,2,1.0,5.18,4.0
1090,1,9,0,0,0,2.0,0.0,2,1.0,6.14,5.0
1091,1,11,0,0,0,4.0,2.0,3,1.0,6.96,6.0
1092,0,0,0,9,0,0.0,0.0,2,0.0,4.7,4.0
1093,1,8,0,6,0,4.0,3.0,3,1.0,7.88,7.0
1094,1,5,0,0,0,3.0,0.0,2,1.0,4.92,4.0
1095,1,4,0,2,0,3.0,0.0,3,2.0,5.17,4.0
1096,1,0,0,6,0,3.0,0.0,3,1.0,5.27,4.0
1097,1,4,3,2,0,2.0,2.0,2,7.0,5.85,5.0
1098,1,7,0,0,0,5.0,2.0,3,0.0,6.36,5.0
1099,1,7,0,0,0,3.0,0.0,2,1.0,5.27,4.0
1100,1,8,0,0,0,3.0,0.0,3,1.0,5.65,5.0
1101,1,7,0,0,0,3.0,0.0,2,0.0,5.23,4.0
1102,1,9,0,8,0,0.0,2.0,3,2.0,7.79,6.0
1103,1,0,0,0,0,2.0,0.0,4,2.0,4.78,4.0
1104,1,6,0,0,0,2.0,0.0,2,0.0,5.05,4.0
1105,1,6,0,1,0,2.0,0.0,3,1.0,5.36,4.0
1106,1,8,0,0,0,3.0,1.0,4,1.0,6.7,5.0
1107,1,0,5,0,0,3.0,3.0,2,1.0,8.43,7.0
1108,1,8,0,8,0,6.0,0.0,3,1.0,7.04,6.0
1109,0,7,0,0,0,7.0,0.0,0,0.0,4.36,3.0
1110,1,12,0,0,0,7.0,5.0,3,3.0,7.74,6.0
1111,1,10,0,0,0,4.0,0.0,0,0.0,8.04,7.0
1112,1,10,0,0,0,7.0,4.0,4,2.0,7.61,6.0
1113,1,3,1,0,0,0.0,0.0,0,0.0,3.44,3.0
1114,1,6,0,7,0,5.0,0.0,3,2.0,6.41,5.0
1115,1,8,0,0,0,2.0,0.0,3,0.0,5.43,4.0
1116,0,8,0,0,0,3.0,0.0,2,0.0,5.35,4.0
1117,1,8,8,0,0,3.0,2.0,2,1.0,6.42,5.0
1118,0,1,2,0,1,0.0,0.0,3,0.0,6.83,6.0
1119,1,11,0,0,0,2.0,2.0,3,1.0,6.87,6.0
1120,1,2,0,3,0,1.0,0.0,1,0.0,10.0,8.0
1121,1,10,0,0,0,3.0,0.0,3,1.0,6.17,5.0
1122,0,8,0,0,0,1.0,0.0,2,0.0,4.83,4.0
1123,0,7,0,0,0,1.0,0.0,1,0.0,4.27,3.0
1124,0,1,0,0,0,2.0,0.0,2,0.0,3.87,3.0
1125,1,0,0,5,0,0.0,0.0,3,0.0,4.62,4.0
1126,1,3,0,2,0,4.0,0.0,1,1.0,4.56,4.0
1127,1,10,0,0,0,4.0,3.0,3,2.0,6.91,6.0
1128,1,8,0,0,0,2.0,0.0,2,0.0,5.26,5.0
1129,1,7,0,0,0,0.0,0.0,3,1.0,5.01,4.0
1130,1,7,0,0,0,2.0,3.0,4,0.0,6.97,6.0
1131,1,7,0,0,0,7.0,7.0,3,1.0,7.53,6.0
1132,1,0,0,11,0,0.0,6.0,4,2.0,7.17,6.0
1133,1,7,0,0,0,2.0,0.0,3,5.0,10.0,8.0
1134,1,2,0,2,0,3.0,0.0,3,0.0,7.74,7.0
1135,1,0,0,8,0,2.0,2.0,3,1.0,6.52,6.0
1136,1,7,0,0,0,3.0,0.0,4,1.0,5.62,5.0
1137,1,7,7,7,0,2.0,3.0,3,0.0,7.51,6.0
1138,1,8,0,8,0,4.0,0.0,3,1.0,6.96,6.0
1139,1,7,0,0,0,2.0,0.0,0,1.0,5.79,5.0
1140,1,8,0,0,0,5.0,0.0,2,1.0,5.57,5.0
1141,0,7,0,0,0,3.0,0.0,3,0.0,4.97,4.0
1142,1,12,0,0,0,4.0,4.0,4,7.0,7.74,7.0
1143,1,8,0,0,0,2.0,0.0,3,1.0,5.65,5.0
1144,1,6,0,0,0,2.0,0.0,1,1.0,5.44,5.0
1145,1,7,0,0,0,3.0,1.0,3,2.0,6.18,5.0
1146,1,4,0,0,0,2.0,0.0,2,1.0,4.75,4.0
1147,1,0,0,7,0,6.0,2.0,3,2.0,6.4,5.0
1148,1,5,0,0,0,2.0,0.0,2,0.0,4.88,4.0
1149,1,6,0,0,0,1.0,0.0,2,1.0,4.92,4.0
1150,1,8,0,0,0,2.0,0.0,2,1.0,5.83,5.0
1151,0,9,0,0,0,2.0,0.0,3,0.0,5.31,5.0
1152,1,0,0,9,0,4.0,0.0,3,2.0,5.92,5.0
1153,0,4,0,0,0,2.0,0.0,0,0.0,3.57,3.0
1154,1,0,0,8,0,2.0,0.0,2,0.0,5.43,5.0
1155,1,4,0,9,0,2.0,1.0,4,2.0,7.02,6.0
1156,1,7,0,4,0,5.0,0.0,3,0.0,5.97,5.0
1157,1,9,0,0,0,4.0,0.0,3,2.0,5.88,5.0
1158,1,5,0,0,0,5.0,0.0,3,1.0,5.18,5.0
1159,1,8,0,0,0,2.0,0.0,3,1.0,6.0,5.0
1160,0,6,2,0,0,0.0,2.0,3,0.0,6.24,5.0
1161,0,0,0,3,0,2.0,0.0,0,0.0,3.26,3.0
1162,1,4,0,0,0,2.0,0.0,3,2.0,4.97,4.0
1163,0,7,0,0,0,7.0,0.0,2,0.0,5.57,5.0
1164,1,7,0,0,0,2.0,0.0,4,0.0,5.4,5.0
1165,0,7,0,0,0,1.0,0.0,2,0.0,4.62,4.0
1166,1,7,0,1,0,5.0,0.0,3,1.0,5.62,5.0
1167,1,8,0,0,0,6.0,0.0,3,0.0,5.7,5.0
1168,0,5,0,5,0,2.0,0.0,0,0.0,4.76,4.0
1169,1,11,0,9,0,5.0,3.0,3,0.0,8.66,7.0
1170,1,4,0,0,0,3.0,0.0,2,0.0,4.7,4.0
1171,0,8,0,0,0,3.0,0.0,3,0.0,5.17,5.0
1172,1,9,0,0,0,5.0,0.0,3,3.0,6.23,5.0
1173,0,0,5,12,0,5.0,1.0,5,0.0,7.39,6.0
1174,0,8,0,0,0,3.0,0.0,3,0.0,6.0,5.0
1175,1,7,0,0,0,2.0,0.0,2,0.0,5.62,5.0
1176,0,7,3,0,0,7.0,0.0,3,0.0,5.17,5.0
1177,0,7,0,8,0,3.0,1.0,3,0.0,7.05,6.0
1178,0,10,0,0,0,2.0,3.0,4,0.0,7.39,6.0
1179,0,9,0,0,0,3.0,0.0,3,0.0,5.31,5.0
1180,1,6,0,0,0,3.0,0.0,3,0.0,5.23,5.0
1181,1,11,0,6,0,4.0,0.0,3,1.0,7.01,6.0
1182,1,8,0,0,0,6.0,0.0,2,1.0,5.57,5.0
1183,0,8,0,0,0,4.0,0.0,3,0.0,5.26,5.0
1184,0,9,0,0,0,7.0,1.0,2,0.0,6.18,5.0
1185,1,11,0,11,0,5.0,3.0,4,2.0,8.91,7.0
1186,1,10,0,7,0,3.0,2.0,4,7.0,8.23,7.0
1187,0,0,0,0,0,0.0,0.0,3,0.0,3.52,3.0
1188,0,0,0,2,0,2.0,0.0,3,0.0,5.34,5.0
1189,1,6,0,2,0,0.0,0.0,2,0.0,4.83,4.0
1190,1,8,0,0,0,3.0,0.0,3,0.0,5.61,5.0
1191,1,9,0,0,0,2.0,0.0,3,1.0,5.97,5.0
1192,1,7,0,0,0,1.0,0.0,3,0.0,5.23,5.0
1193,1,8,0,0,0,4.0,1.0,3,7.0,7.04,6.0
1194,0,7,0,0,0,7.0,0.0,1,0.0,4.62,4.0
1195,1,8,0,6,0,6.0,2.0,3,1.0,7.79,7.0
1196,1,4,0,0,0,2.0,0.0,2,1.0,5.1,4.0
1197,0,0,0,6,0,2.0,0.0,3,0.0,5.14,4.0
1198,0,7,0,0,0,3.0,0.0,2,0.0,4.79,4.0
1199,1,8,0,0,0,0.0,1.0,2,2.0,5.96,5.0
1200,1,8,0,5,0,4.0,0.0,4,1.0,6.83,6.0
1201,1,6,0,1,0,2.0,2.0,2,0.0,6.01,5.0
1202,1,11,0,0,0,4.0,2.0,3,0.0,6.91,6.0
1203,1,9,0,0,0,3.0,3.0,3,1.0,6.83,6.0
1204,0,5,0,7,0,0.0,0.0,0,0.0,4.32,4.0
1205,1,9,0,9,0,4.0,0.0,3,0.0,7.19,6.0
1206,1,1,0,7,0,2.0,0.0,1,1.0,5.01,4.0
1207,1,7,0,0,0,2.0,0.0,3,1.0,5.44,5.0
1208,1,7,4,0,0,1.0,0.0,4,0.0,5.43,5.0
1209,1,9,0,0,0,2.0,0.0,3,1.0,5.62,5.0
1210,1,7,0,0,0,4.0,0.0,3,0.0,5.79,5.0
1211,1,0,0,8,0,2.0,0.0,2,1.0,5.48,5.0
1212,1,8,0,10,0,0.0,2.0,4,1.0,7.83,7.0
1213,1,0,8,5,0,3.0,3.0,0,1.0,6.56,6.0
1214,1,2,1,0,0,2.0,0.0,3,1.0,10.0,8.0
1215,0,5,0,0,0,4.0,0.0,3,0.0,5.53,5.0
1216,1,9,0,0,0,2.0,2.0,2,1.0,6.83,6.0
1217,1,11,0,0,0,2.0,3.0,4,2.0,7.09,6.0
1218,1,9,0,0,0,4.0,0.0,3,5.0,5.97,5.0
1219,1,8,0,0,0,5.0,0.0,4,0.0,5.87,5.0
1220,0,8,0,8,0,4.0,0.0,4,0.0,7.74,7.0
1221,1,7,0,0,0,3.0,0.0,2,1.0,7.57,6.0
1222,1,9,0,0,0,2.0,0.0,3,1.0,5.62,5.0
1223,1,10,0,0,0,2.0,2.0,4,0.0,7.0,6.0
